kanji,hiragana,english,level
無難,ぶなん,"safety, security",N1
無駄遣い,むだづかい,"waste money on, squander money on, flog a dead horse",N1
焦げ茶,こげちゃ,black tea,N1
焦る,あせる,"to be in a hurry, to be impatient",N1
然うして,そうして,"and, like that",N1
然し,しかし,"however, but",N1
然して,そして,and,N1
然しながら,しかしながら,"nevertheless, however",N1
然も,さも,"with gusto, with satisfaction",N1
煌々と,こうこうと,"brilliantly, brightly",N1
煌びやか,きらびやか,"gorgeous, gaudy, dazzling, gay",N1
煙たい,けむたい,"smoky, feeling awkward",N1
煙る,けむる,to smoke (e.g. fire),N1
煙草,たばこ,"(pt:) (n) (uk) tobacco (pt: tabaco), cigarettes",N1
照り返す,てりかえす,"to reflect, to throw back light",N1
照合,しょうごう,"collation, comparison",N1
照明,しょうめい,illumination,N1
煩わしい,わずらわしい,"troublesome, annoying, complicated",N1
煽てる,おだてる,"to stir up, to instigate, to flatter",N1
熱意,ねつい,"zeal, enthusiasm",N1
熱湯,ねっとう,boiling water,N1
熱量,ねつりょう,temperature,N1
燃料,ねんりょう,fuel,N1
燃焼,ねんしょう,"burning, combustion",N1
爆弾,ばくだん,bomb,N1
爆破,ばくは,"blast, explosion, blow up",N1
爽やか,さわやか,"fresh, refreshing, invigorating, clear, fluent, eloquent",N1
片付け,かたづけ,"tidying up, finishing",N1
片思い,かたおもい,unrequited love,N1
片言,かたこと,"a smattering, talk like a baby, speak haltingly",N1
版,はん,edition,N1
版画,はんが,art print,N1
牧師,ぼくし,"pastor, minister, clergyman",N1
物体,ぶったい,"body, object",N1
物体ない,もったいない,"too good, more than one deserves, wasteful, sacrilegious, unworthy of",N1
物好き,ものずき,curiosity,N1
物置き,ものおき,storeroom,N1
物議,ぶつぎ,public discussion (criticism),N1
物資,ぶっし,"goods, materials",N1
物足りない,ものたりない,"unsatisfied, unsatisfactory",N1
特技,とくぎ,special skill,N1
特有,とくゆう,"characteristic (of), peculiar (to)",N1
特権,とっけん,"privilege, special right",N1
特派,とくは,"send specially, special envoy",N1
特産,とくさん,"specialty, special product",N1
特許,とっきょ,"special permission, patent",N1
特集,とくしゅう,"feature (e.g. newspaper), special edition, report",N1
犠牲,ぎせい,sacrifice,N1
犯す,おかす,"to commit, to perpetrate, to violate, to rape",N1
状,じょう,shape,N1
独創,どくそう,originality,N1
独占,どくせん,monopoly,N1
独自,どくじ,"original, peculiar, characteristic",N1
独裁,どくさい,"dictatorship, despotism",N1
猛烈,もうれつ,"violent, vehement, rage",N1
獣,けだもの,"beast, brute",N1
獲得,かくとく,"acquisition, possession",N1
獲物,えもの,"game, spoils, trophy",N1
玄人,くろうと,"expert, professional, geisha, prostitute",N1
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)",N1
率直,そっちょく,"frankness, candour, openheartedness",N1
玩具,おもちゃ,toy,N1
班,はん,"group, party, section (mil)",N1
現われ,あらわれ,"embodiment, materialization",N1
現われる,あらわれる,"to appear, to come in sight, to become visible, to come out, to embody, to materialize, to express oneself",N1
現像,げんぞう,developing (film),N1
現地,げんち,"actual place, local",N1
現行,げんこう,"present, current, in operation",N1
球根,きゅうこん,(plant) bulb,N1
理屈,りくつ,"theory, reason",N1
理性,りせい,"reason, sense",N1
理論,りろん,theory,N1
甘える,あまえる,"to behave like a spoiled child, to fawn on",N1
甘口,あまくち,"sweet flavour, mildness, flattery, stupidity",N1
甚だ,はなはだ,"very, greatly, exceedingly",N1
生かす,いかす,"to revive, to resuscitate, to make use of",N1
生まれつき,うまれつき,"by nature, by birth, native",N1
生やす,はやす,"to grow, to cultivate, to wear beard",N1
生死,せいし,life and death,N1
生温い,なまぬるい,"lukewarm, halfhearted",N1
生理,せいり,"physiology, menses",N1
生真面目,きまじめ,"too serious, person who is too serious, honesty, sincerity",N1
生育,せいいく,"growth, development, breeding",N1
生臭い,なまぐさい,"smelling of fish or blood, fish or meat",N1
生計,せいけい,"livelihood, living",N1
生身,なまみ,"living flesh, flesh and blood, the quick",N1
産む,うむ,"to give birth, to deliver, to produce",N1
産休,さんきゅう,maternity leave,N1
産出,さんしゅつ,"yield, produce",N1
産婦人科,さんふじんか,maternity and gynecology department,N1
産後,さんご,"postpartum, after childbirth",N1
産物,さんぶつ,"product, result, fruit",N1
甥,おい,nephew,N1
用件,ようけん,business,N1
用品,ようひん,"articles, supplies, parts",N1
用法,ようほう,"directions, rules of use",N1
用紙,ようし,blank form,N1
田園,でんえん,"country, rural districts",N1
甲,きのえ,"N1st in rank, first sign of the Chinese calendar, shell, instep, grade A",N1
申し入れる,もうしいれる,"to propose, to suggest",N1
申し出る,もうしでる,"to report to, to tell, to suggest, to submit, to request, to make an offer, to come forward with informati",N1
申し分,もうしぶん,"objection, shortcomings",N1
申し込み,もうしこみ,"application, entry, request, subscription, offer, proposal, overture, challenge",N1
申出,もうしで,"proposal, request, claim, report, notice",N1
申告,しんこく,"report, statement, filing a return, notification",N1
画,かく,stroke,N1
画期,かっき,epoch-making,N1
畏まりました,かしこまりました,certainly!,N1
畜生,ちくしょう,"beast, brute, damn",N1
畜産,ちくさん,animal husbandry,N1
略奪,りゃくだつ,"pillage, plunder, looting, robbery",N1
略語,りゃくご,"abbreviation, acronym",N1
番目,ばんめ,cardinal number suffix,N1
異動,いどう,a change,N1
異性,いせい,the opposite sex,N1
異見,いけん,"different opinion, objection",N1
異論,いろん,"different opinion, objection",N1
異議,いぎ,"objection, dissent, protest",N1
畳,じょう,tatami,N1
疎か,おろそか,"neglect, negligence, carelessness",N1
疑惑,ぎわく,"doubt, misgivings, distrust, suspicion",N1
疲労,ひろう,"fatigue, weariness",N1
疾っくに,とっくに,"long ago, already, a long time ago",N1
病,やまい,"illness, disease",N1
病む,やむ,"to fall ill, to be ill",N1
症,しょう,illness,N1
痒い,かゆい,"itchy, itching",N1
痛む,いたむ,"to hurt, to feel a pain, to be injured",N1
痛める,いためる,"to hurt, to injure, to cause pain, to worry, to bother, to afflict, to be grieved over",N1
痛切,つうせつ,"keen, acute",N1
痛感,つうかん,"feeling keenly, fully realizing",N1
痺れる,しびれる,"to become numb, to go to sleep (i.e. a limb)",N1
癌,がん,cancer,N1
発,はつ,"departure, beginning, counter for gunshots",N1
発作,ほっさ,"fit, spasm",N1
発掘,はっくつ,"excavation, exhumation",N1
発条,ばね,spring (e.g. coil leaf),N1
発生,はっせい,"outbreak, spring forth, occurrence, incidence, origin",N1
発病,はつびょう,attack (disease),N1
発育,はついく,"(physical) growth, development",N1
発芽,はつが,burgeoning,N1
発言,はつげん,"utterance, speech, proposal",N1
発足,はっそく,"starting, inauguration",N1
登校,とうこう,attendance (at school),N1
登録,とうろく,"registration, register, entry, record",N1
白状,はくじょう,confession,N1
百科事典,ひゃっかじてん,encyclopedia,N1
百科辞典,ひゃっかじてん,encyclopedia,N1
的,まと,"mark, target",N1
皇居,こうきょ,Imperial Palace,N1
皺,しわ,"wrinkles, creases",N1
益々,ますます,"increasingly, more and more",N1
盗み,ぬすみ,stealing,N1
盛り上がる,もりあがる,"to rouse, to swell, to rise",N1
盛大,せいだい,"grand, prosperous, magnificent",N1
盛装,せいそう,"be dressed up, wear rich clothes",N1
監視,かんし,"observation, guarding, inspection, surveillance",N1
目付き,めつき,"look, expression of the eyes, eyes",N1
目方,めかた,weight,N1
目盛,めもり,"scale, gradations",N1
目眩,めまい,"dizziness, giddiness",N1
目蓋,まぶた,eyelid,N1
目覚しい,めざましい,"brilliant, splendid, striking, remarkable",N1
目覚める,めざめる,to wake up,N1
目論見,もくろみ,"a plan, a scheme, a project, a program, intention, goal",N1
目録,もくろく,"catalogue, catalog, list",N1
盲点,もうてん,blind spot,N1
直ぐ,すぐ,"immediately, soon, easily, right (near), honest, upright",N1
直感,ちょっかん,intuition,N1
直面,ちょくめん,confrontation,N1
相,あい,"together, mutually, fellow",N1
相場,そうば,"market price, speculation, estimation",N1
相変わらず,あいかわらず,"as ever, as usual, the same",N1
相対,あいたい,"confrontation, facing, between ourselves, no third party, tete-a-tete",N1
相応,そうおう,"suitability, fitness",N1
相応しい,ふさわしい,appropriate,N1
盾,たて,"shield, buckler, escutcheon, pretext",N1
省みる,かえりみる,to reflect,N1
眉,まゆ,eyebrow,N1
看護,かんご,"nursing, (army) nurse",N1
真っ二つ,まっぷたつ,in two equal parts,N1
真に,まことに,"truly, actually, really",N1
真ん中,まんなか,"middle, centre, mid-way",N1
真ん丸い,まんまるい,perfectly circular,N1
真ん前,まんまえ,"right in front, under the nose",N1
真上,まうえ,"just above, right overhead",N1
真下,ました,"right under, directly below",N1
真実,さな,"truth, reality",N1
真心,まこころ,"sincerity, devotion",N1
真珠,しんじゅ,pearl,N1
真理,しんり,truth,N1
真相,しんそう,"truth, real situation",N1
眠たい,ねむたい,sleepy,N1
眩しい,まぶしい,"dazzling, radiant",N1
眼球,がんきゅう,eyeball,N1
眼科,がんか,ophthalmology,N1
着,ちゃく,"counter for suits of clothing, arriving at ..",N1
着工,ちゃっこう,start of (construction) work,N1
着席,ちゃくせき,"sit down, seat",N1
着手,ちゃくしゅ,"embarkation, launch",N1
着目,ちゃくもく,attention,N1
着色,ちゃくしょく,"colouring, coloring",N1
着陸,ちゃくりく,"landing, alighting, touch down",N1
着飾る,きかざる,to dress up,N1
瞑る,つぶる,to close the eyes,N1
瞬き,またたき,"wink, twinkling (of stars), flicker (of light)",N1
矢,や,arrow,N1
矢っ張り,やっぱり,"also, as I thought, still, in spite of, absolutely",N1
矢鱈に,やたらに,"randomly, recklessly, blindly",N1
知り合い,しりあい,acquaintance,N1
知性,ちせい,intelligence,N1
知的,ちてき,intellectual,N1
短大,たんだい,junior college,N1
短歌,たんか,"tanka, N3N1-syllable Japanese poem",N1
短気,たんき,quick temper,N1
短波,たんぱ,short wave,N1
短縮,たんしゅく,"shortening, abbreviation, reduction",N1
砂利,じゃり,"gravel, ballast, pebbles",N1
研ぐ,とぐ,"to sharpen, to grind, to scour, to hone, to polish, to wash (rice)",N1
破壊,はかい,destruction,N1
破損,はそん,damage,N1
破棄,はき,"revocation, annulment, breaking (e.g. treaty)",N1
破裂,はれつ,"explosion, rupture, break off",N1
碁盤,ごばん,Go board,N1
碌な,ろくな,"satisfactory, decent",N1
碌に,ろくに,"well, enough, sufficient",N1
碑,いしぶみ,stone monument bearing an inscription,N1
確り,しっかり,"firmly, tightly, reliable, level-headed, steady",N1
確保,かくほ,"guarantee, ensure, maintain, insure, secure",N1
確信,かくしん,"conviction, confidence",N1
確定,かくてい,"definition (math), decision, settlement",N1
確立,かくりつ,establishment,N1
磁器,じき,"porcelain, china",N1
磁気,じき,magnetism,N1
社,やしろ,Shinto shrine,N1
社交,しゃこう,"social life, social intercourse",N1
社宅,しゃたく,company owned house,N1
祈り,いのり,"prayer, supplication",N1
祝賀,しゅくが,"celebration, congratulations",N1
神殿,しんでん,"temple, sacred place",N1
神秘,しんぴ,mystery,N1
神聖,しんせい,"holiness, sacredness, dignity",N1
票,ひょう,"label, ballot, ticket, sign",N1
禁じる,きんじる,to prohibit,N1
禁ずる,きんずる,"to forbid, to suppress",N1
禁物,きんもつ,"taboo, forbidden thing",N1
禅,ぜん,Zen (Buddhism),N1
福,ふく,good fortune,N1
福祉,ふくし,"welfare, well-being",N1
私有,しゆう,private ownership,N1
私物,しぶつ,"private property, personal effects",N1
私用,しよう,"personal use, private business",N1
科,か,"department, section",N1
秘書,ひしょ,(private) secretary,N1
秩序,ちつじょ,"order, regularity, system, method",N1
称する,しょうする,"to pretend, to take the name of, to feign, to purport",N1
移住,いじゅう,"migration, immigration",N1
移民,いみん,"emigration, immigration, emigrant, immigrant",N1
移行,いこう,switching over to,N1
稍,やや,"a little, partially, somewhat, a short time, a while",N1
税務署,ぜいむしょ,tax office,N1
種々,くさぐさ,variety,N1
稲光,いなびかり,(flash of) lightning,N1
穂,ほ,"ear (of plant), head (of plant)",N1
積もり,つもり,"intention, plan",N1
究極,きゅうきょく,"ultimate, final, eventual",N1
空しい,むなしい,"vacant, futile, vain, void, empty, ineffective, lifeless",N1
空ろ,うつろ,"blank, cavity, hollow, empty (space)",N1
空腹,くうふく,hunger,N1
空間,あきま,"vacancy, room for rent or lease",N1
突っ張る,つっぱる,"to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in",N1
突如,とつじょ,"suddenly, all of a sudden",N1
突破,とっぱ,"breaking through, breakthrough, penetration",N1
窒息,ちっそく,suffocation,N1
窮乏,きゅうぼう,poverty,N1
窮屈,きゅうくつ,"narrow, tight, stiff, rigid, uneasy, formal, constrained",N1
立ち寄る,たちよる,"to stop by, to drop in for a short visit",N1
立体,りったい,solid body,N1
立方,たちかた,dancing (geisha),N1
立法,りっぽう,"legislation, lawmaking",N1
竿,さお,"rod, pole (e.g. for drying laundry)",N1
第,だい,ordinal,N1
第一,だいいち,"first, foremost, # N1",N1
筈,はず,it should be so,N1
等級,とうきゅう,"grade, class",N1
筒,つつ,"pipe, tube",N1
答え,こたえ,"answer, response",N1
策,さく,"plan, policy",N1
箇所,かしょ,"passage, place, point, part",N1
箇条書き,かじょうがき,"itemized form, itemization",N1
箇箇,ここ,"individual, separate",N1
箪笥,たんす,chest of drawers,N1
築く,きずく,"to build, to pile up, to amass",N1
篭る,こもる,"to seclude oneself, to be confined in, to be implied, to be stuffy",N1
簡易,かんい,"simplicity, easiness, quasi-",N1
簡潔,かんけつ,"brevity, conciseness, simplicity",N1
簡素,かんそ,"simplicity, plain",N1
籤引,くじびき,"lottery, drawn lot",N1
粉々,こなごな,in very small pieces,N1
粉末,ふんまつ,fine powder,N1
粋,いき,"chic, style, purity, essence",N1
粗筋,あらすじ,"outline, summary",N1
粘り,ねばり,"stickyness, viscosity",N1
粘る,ねばる,"to be sticky, to be adhesive, to persevere, to persist, to stick to",N1
粥,かゆ,(rice) gruel,N1
精密,せいみつ,"precise, exact, detailed, minute, close",N1
精巧,せいこう,"elaborate, delicate, exquisite",N1
系,けい,"system, lineage, group",N1
納まる,おさまる,"to be obtained, to end, to settle into, to fit into, to be settled, to be paid, to be delivered",N1
納入,のうにゅう,"payment, supply",N1
紛らわしい,まぎらわしい,"confusing, misleading, equivocal, ambiguous",N1
紛れる,まぎれる,"to be diverted, to slip into",N1
紛争,ふんそう,"dispute, trouble, strife",N1
紛失,ふんしつ,losing something,N1
素っ気ない,そっけない,"cold, short, curt, blunt",N1
素敵,すてき,"lovely, dreamy, beautiful, great, fantastic, superb, cool, capital",N1
素早い,すばやい,"fast, quick, prompt, agile",N1
素朴,そぼく,"simplicity, artlessness, naivete",N1
素材,そざい,"raw materials, subject matter",N1
紡績,ぼうせき,spinning,N1
細やか,こまやか,friendly,N1
細工,さいく,"work, craftsmanship, tactics, trick",N1
細胞,さいぼう,cell (biology),N1
細菌,さいきん,"bacillus, bacterium, germ",N1
紳士,しんし,gentleman,N1
終わる,おわる,"to finish, to close",N1
終始,しゅうし,"beginning and end, from beginning to end, doing a thing from beginning to end",N1
終日,しゅうじつ,all day,N1
組み合わせ,くみあわせ,combination,N1
組み合わせる,くみあわせる,"to join together, to combine, to join up",N1
組み込む,くみこむ,"to insert, to include, to cut in (printing)",N1
経る,へる,"to pass, to elapse, to experience",N1
経歴,けいれき,"personal history, career",N1
経緯,いきさつ,"N1. details, whole story, sequence of events, particulars, how it started, how things got this way, N2. c",N1
経費,けいひ,"expenses, cost, outlay",N1
経路,けいろ,"course, route, channel",N1
経過,けいか,"passage, expiration, progress",N1
結び,むすび,"ending, conclusion, union",N1
結び付き,むすびつき,"connection, relation",N1
結び付く,むすびつく,"to be connected or related, to join together",N1
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",N1
結合,けつごう,"combination, union",N1
結成,けっせい,formation,N1
結晶,けっしょう,"crystal, crystallization",N1
結束,けっそく,"union, unity",N1
結核,けっかく,"tuberculosis, tubercule",N1
絡む,からむ,"to entangle, to entwine",N1
給う,たまう,"to receive, to grant",N1
給仕,きゅうじ,"office boy (girl), page, waiter",N1
給食,きゅうしょく,"school lunch, providing a meal",N1
絨毯,じゅうたん,carpet,N1
統制,とうせい,"regulation, control",N1
統合,とうごう,"integration, unification, synthesis",N1
統治,とうじ,"rule, reign, government, governing",N1
統率,とうそつ,"command, lead, generalship, leadership",N1
絶える,たえる,"to die out, to peter out, to become extinct",N1
絶つ,たつ,"to sever, to cut off, to suppress, to abstain (from)",N1
絶望,ぜつぼう,"despair, hopelessness",N1
絶版,ぜっぱん,out of print,N1
継ぎ目,つぎめ,"a joint, joining point",N1
継ぐ,つぐ,to succeed,N1
網,あみ,"net, network",N1
綴じる,とじる,"to bind, to file",N1
綻びる,ほころびる,"to come apart at the seams, to begin to open, to smile broadly",N1
緊急,きんきゅう,"urgent, pressing, emergency",N1
総,そう,"whole, all, general, gross",N1
総会,そうかい,general meeting,N1
総合,そうごう,"synthesis, coordination, putting together, integration, composite",N1
締め切り,しめきり,"closing, cut-off, end, deadline, Closed, No Entrance",N1
編,へん,"compilation, editing, completed poem, book, part of book",N1
緩む,ゆるむ,"to become loose, to slacken",N1
緩める,ゆるめる,"to loosen, to slow down",N1
緩やか,ゆるやか,lenient,N1
緩和,かんわ,"relief, mitigation",N1
練る,ねる,"to knead, to work over, to polish up",N1
縁側,えんがわ,"veranda, porch, balcony, open corridor",N1
縁談,えんだん,"marriage proposal, engagement",N1
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",N1
繁栄,はんえい,"prospering, prosperity, thriving, flourishing",N1
繁殖,はんしょく,"breed, multiply, increase, propagation",N1
繁盛,はんじょう,"prosperity, flourishing, thriving",N1
繊維,せんい,"fibre, fiber, textile",N1
織,おり,"weave, weaving, woven item",N1
織る,おる,to weave,N1
織物,おりもの,"textile, fabric",N1
繕う,つくろう,"to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim",N1
纏まり,まとまり,"conclusion, settlement, consistency",N1
纏め,まとめ,"settlement, conclusion",N1
罰,ばち,"(divine) punishment, curse, retribution",N1
罵る,ののしる,"to speak ill of, to abuse",N1
美,び,beauty,N1
美味しい,おいしい,"delicious, tasty",N1
美術,びじゅつ,"art, fine arts",N1
群,ぐん,group (math),N1
群がる,むらがる,"to swarm, to gather",N1
群集,ぐんしゅう,"(social) group, crowd, throng, mob, multitude",N1
義理,ぎり,"duty, sense of duty, honor, decency, courtesy, debt of gratitude, social obligation",N1
老いる,おいる,"to age, to grow old",N1
老ける,ふける,to age,N1
老衰,ろうすい,"senility, senile decay",N1
考古学,こうこがく,archaeology,N1
而も,しかも,"moreover, furthermore, nevertheless, and yet",N1
耐える,たえる,"to bear, to endure",N1
耕作,こうさく,"cultivation, farming",N1
耳鼻科,じびか,otolaryngology,N1
聖書,せいしょ,"Bible, scriptures",N1
聞き取り,ききとり,listening comprehension,N1
聳える,そびえる,"to rise, to tower, to soar",N1
聴覚,ちょうかく,the sense of hearing,N1
聴診器,ちょうしんき,stethoscope,N1
聴講,ちょうこう,"lecture attendance, auditing",N1
職務,しょくむ,professional duties,N1
職員,しょくいん,"staff member, personnel",N1
肉体,にくたい,"the body, the flesh",N1
肉親,にくしん,"blood relationship, blood relative",N1
肝心,かんじん,"essential, fundamental, crucial, vital, main",N1
股,また,"groin, crotch, thigh",N1
肥料,ひりょう,"manure, fertilizer",N1
育ち,そだち,"breeding, growth",N1
育成,いくせい,"rearing, training, nurture, cultivation, promotion",N1
肺,はい,lung,N1
背く,そむく,"to run counter to, to go against, to disobey, to infringe",N1
背後,はいご,"back, rear",N1
背景,はいけい,"background, scenery, setting, circumstance",N1
胴,どう,"trunk, body, frame",N1
脂肪,しぼう,"fat, grease, blubber",N1
脅かす,おどかす,"to threaten, to coerce",N1
脅す,おどす,"to threaten, to menace",N1
脅迫,きょうはく,"threat, menace, coercion, terrorism",N1
脆い,もろい,"brittle, fragile, tender-hearted",N1
脈,みゃく,pulse,N1
脚本,きゃくほん,scenario,N1
脚色,きゃくしょく,dramatization (e.g. film),N1
脱する,だっする,"to escape from, to get out",N1
脱出,だっしゅつ,escape,N1
脱退,だったい,secession,N1
脳,のう,"brain, memory",N1
腐敗,ふはい,"decay, depravity",N1
腕前,うでまえ,"ability, skill, facility",N1
腫れる,はれる,"to swell (from inflammation), to become swollen",N1
腸,ちょう,"guts, bowels, intestines",N1
腹立ち,はらだち,anger,N1
腿,もも,"thigh, femur",N1
膜,まく,"membrane, film",N1
膨れる,ふくれる,"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge",N1
膨脹,ぼうちょう,"expansion, swelling, increase, growth",N1
膳,ぜん,"(small) table, tray, meal",N1
臆病,おくびょう,"cowardice, timidity",N1
臍,へそ,"navel, belly-button",N1
臨む,のぞむ,"to look out on, to face, to deal with, to attend (function)",N1
自ずから,おのずから,"naturally, as a matter of course",N1
自主,じしゅ,"independence, autonomy",N1
自信,じしん,self-confidence,N1
自動詞,じどうし,intransitive verb (no direct obj),N1
自在,じざい,"freely, at will",N1
自尊心,じそんしん,"self-respect, conceit",N1
自己,じこ,"self, oneself",N1
自惚れ,うぬぼれ,"pretension, conceit, hubris",N1
自我,じが,"self, the ego",N1
自立,じりつ,"independence, self-reliance",N1
自覚,じかく,self-conscious,N1
自転,じてん,"rotation, spin",N1
自首,じしゅ,"surrender, give oneself up",N1
至って,いたって,"very much, exceedingly, extremely",N1
興じる,きょうじる,"to amuse oneself, to make merry",N1
興奮,こうふん,"excitement, stimulation, agitation, arousal",N1
興業,こうぎょう,industrial enterprise,N1
舗装,ほそう,"pavement, road surface",N1
舞う,まう,"to dance, to flutter about, to revolve",N1
航海,こうかい,"sail, voyage",N1
船舶,せんぱく,ship,N1
良い,いい,good,N1
良好,りょうこう,"favorable, satisfactory",N1
良心,りょうしん,conscience,N1
良識,りょうしき,good sense,N1
良質,りょうしつ,"good quality, superior quality",N1
色々,いろいろ,various,N1
色彩,しきさい,"colour, hue, tints",N1
芝,しば,"lawn, sod, turf",N1
花びら,はなびら,(flower) petal,N1
花壇,かだん,flower bed,N1
花粉,かふん,pollen,N1
苗,なえ,rice seedling,N1
苛々,いらいら,"getting nervous, irritation",N1
苛める,いじめる,"to tease, to torment, to persecute, to chastise",N1
若し,もし,"if, in case, supposing",N1
若しかしたら,もしかしたら,"perhaps, maybe, by some chance",N1
若しかして,もしかして,"perhaps, possibly",N1
若しかすると,もしかすると,"perhaps, maybe, by some chance",N1
若しくは,もしくは,"or, otherwise",N1
若しも,もしも,if,N1
若干,じゃっかん,"some, few, number of",N1
苦しめる,くるしめる,"to torment, to harass, to inflict pain",N1
英字,えいじ,English letter (character),N1
英雄,えいゆう,"hero, great man",N1
茎,くき,stalk,N1
茶の湯,ちゃのゆ,tea ceremony,N1
茶の間,ちゃのま,living room (Japanese style),N1
茹でる,ゆでる,to boil,N1
草臥れる,くたびれる,"to get tired, to wear out",N1
荒っぽい,あらっぽい,"rough, rude",N1
荒らす,あらす,"to lay waste, to devastate, to damage, to invade, to break into",N1
荒廃,こうはい,ruin,N1
荷,に,"load, baggage, cargo",N1
荷造り,にづくり,"packing, baling, crating",N1
華々しい,はなばなしい,"brilliant, magnificent, spectacular",N1
華やか,はなやか,"gay, showy, brilliant, gorgeous, florid",N1
華奢,かしゃ,"luxury, pomp, delicate, slender, gorgeous",N1
華美,かび,"pomp, splendor, gaudiness",N1
萎びる,しなびる,"to wilt, to fade",N1
萎む,しぼむ,"to wither, to fade (away), to shrivel, to wilt",N1
落ちる,おちる,"to fail (e.g. exam), to fall down, to drop",N1
落ち着き,おちつき,"calm, composure",N1
落ち葉,おちば,"fallen leaves, leaf litter, defoliation, shedding leaves",N1
落ち込む,おちこむ,"to fall into, to feel down (sad)",N1
落とす,おとす,"to drop, to lose, to let fall",N1
落下,らっか,"fall, drop, come down",N1
著,ちゃく,"counter for suits of clothing, arriving at ..",N1
著しい,いちじるしい,"remarkable, considerable",N1
著名,ちょめい,"well-known, noted, celebrated",N1
著書,ちょしょ,"literary work, book",N1
葦,よし,"reed, bulrush",N1
葬る,ほうむる,"to bury, to inter, to entomb, to consign to oblivion, to shelve",N1
蒸留,じょうりゅう,distillation,N1
蓄積,ちくせき,"accumulation, accumulate, store",N1
蓮,はす,lotus,N1
蔵,くら,"warehouse, cellar, magazine, granary, godown, depository, treasury, elevator",N1
蔵相,ぞうしょう,Minister of Finance,N1
蕩ける,とろける,to be enchanted with,N1
蕾,つぼみ,"bud, flower bud",N1
薄弱,はくじゃく,"feebleness, weakness, weak",N1
藁,わら,straw,N1
藍褸,ぼろ,"rag, scrap, tattered clothes, fault (esp. in a pretense), defect, run-down or junky",N1
藻掻く,もがく,"to struggle, to wriggle, to be impatient",N1
蛋白質,たんぱくしつ,protein,N1
蜂蜜,はちみつ,honey,N1
蜜,みつ,"nectar, honey",N1
蝶,ちょう,butterfly,N1
融資,ゆうし,"financing, loan",N1
融通,ゆうずう,"lending (money), accommodation, adaptability, versatility, finance",N1
血管,けっかん,blood vessel,N1
衆,しゅう,"masses, great number, the people",N1
衆議院,しゅうぎいん,"Lower House, House of Representatives",N1
行,ぎょう,"line, row, verse",N1
行い,おこない,"deed, conduct, behavior, action, asceticism",N1
行き成り,いきなり,suddenly,N1
行き違い,いきちがい,"misunderstanding, estrangement, disagreement, crossing without meeting, going astray",N1
行員,こういん,bank clerk,N1
行政,ぎょうせい,administration,N1
行為,こうい,"act, deed, conduct",N1
行進,こうしん,"march, parade",N1
街道,かいどう,highway,N1
街頭,がいとう,in the street,N1
衛生,えいせい,"health, hygiene, sanitation, medical",N1
衝撃,しょうげき,"shock, crash, impact, ballistic",N1
衣料,いりょう,clothing,N1
衣装,いしょう,"clothing, costume, outfit, garment, dress",N1
衣類,いるい,"clothes, clothing, garments",N1
衰える,おとろえる,"to become weak, to decline, to wear, to abate, to decay, to wither, to waste away",N1
裁く,さばく,to judge,N1
裂ける,さける,"to split, to tear, to burst",N1
装備,そうび,equipment,N1
装飾,そうしょく,ornament,N1
裏返し,うらがえし,"inside out, upside down",N1
補償,ほしょう,"compensation, reparation",N1
補充,ほじゅう,"supplementation, supplement, replenishment, replenishing",N1
補助,ほじょ,"assistance, support, aid, auxiliary",N1
補強,ほきょう,"compensation, reinforcement",N1
補給,ほきゅう,"supply, supplying, replenishment",N1
補足,ほそく,"supplement, complement",N1
裸足,はだし,barefoot,N1
製,せい,#NAME?,N1
製法,せいほう,"manufacturing method, recipe, formula",N1
製鉄,せいてつ,iron manufacture,N1
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo, foot of mountain",N1
複合,ふくごう,"composite, complex",N1
褒美,ほうび,"reward, prize",N1
襟,えり,"neck, collar, lapel, neckband",N1
襲う,おそう,to attack,N1
襲撃,しゅうげき,"attack, charge, raid",N1
西日,にしび,westering sun,N1
要する,ようする,"to demand, to require, to take",N1
要因,よういん,"primary factor, main cause",N1
要望,ようぼう,"demand for, request",N1
要請,ようせい,"claim, demand, request, application",N1
覆す,くつがえす,"to overturn, to upset, to overthrow, to undermine",N1
覆面,ふくめん,"mask, veil, disguise",N1
見すぼらしい,みすぼらしい,"shabby, seedy",N1
見せびらかす,みせびらかす,"to show off, to flaunt",N1
見せ物,みせもの,"show, exhibition",N1
見っともない,みっともない,"shameful, indecent",N1
見合い,みあい,formal marriage interview,N1
見合わせる,みあわせる,"to exchange glances, to postpone, to suspend operations, to refrain from performing an action",N1
見地,けんち,point of view,N1
見掛ける,みかける,"to (happen to) see, to notice, to catch sight of",N1
見方,みかた,viewpoint,N1
見晴らし,みはらし,view,N1
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",N1
見積り,みつもり,"estimation, quotation",N1
見舞,みまい,"enquiry, expression of sympathy, expression of concern",N1
見苦しい,みぐるしい,"unsightly, ugly",N1
見落とす,みおとす,"to overlook, to fail to notice",N1
